timestamp,customer_id,amount,category,status
2025-01-03 20:50:00,1003,42.27,pharmacy,0
2025-01-02 01:21:00,1016,26.14,fuel,0
2025-01-02 12:27:00,1043,7.51,grocery,0
2025-01-02 12:42:00,1015,8.04,grocery,0
2025-01-03 15:11:00,1004,71.45,fuel,0
2025-01-04 01:07:00,1045,22.26,fuel,0
2025-01-02 15:48:00,1035,103.48,pharmacy,0
2025-01-01 11:59:00,1028,7.52,grocery,0
2025-01-01 08:38:00,1029,7.72,fuel,0
2025-01-03 09:09:00,1037,61.64,restaurant,0
2025-01-04 04:33:00,1027,16.99,fuel,0
2025-01-02 18:18:00,1024,9.57,restaurant,0
2025-01-04 05:18:00,1012,49.51,fuel,0
2025-01-04 08:40:00,1030,141.09,tech,0
2025-01-02 22:45:00,1038,7.74,restaurant,0
2025-01-02 03:58:00,1027,39.32,fuel,0
2025-01-03 00:55:00,1024,14.23,grocery,0
2025-01-02 03:39:00,1049,25.64,grocery,0
2025-01-03 09:16:00,1040,9.02,travel,0
2025-01-02 13:00:00,1009,14.22,grocery,0
2025-01-01 09:45:00,1035,22.29,restaurant,0
2025-01-01 05:37:00,1034,26.01,restaurant,0
2025-01-04 07:31:00,1003,46.86,tech,0
2025-01-03 20:49:00,1006,59.63,grocery,0
2025-01-02 19:00:00,1037,1.27,fuel,0
2025-01-01 15:48:00,1004,156.32,restaurant,0
2025-01-02 06:11:00,1000,2.09,pharmacy,0
2025-01-03 00:12:00,1015,6.0,travel,0
2025-01-02 07:55:00,1026,16.94,tech,0
2025-01-03 07:15:00,1036,144.59,grocery,0
2025-01-01 17:21:00,1040,57.54,tech,0
2025-01-03 19:17:00,1026,38.94,pharmacy,0
2025-01-04 10:14:00,1006,122.18,tech,0
2025-01-03 01:36:00,1030,33.63,tech,0
2025-01-02 13:05:00,1021,2.14,tech,0
2025-01-02 08:15:00,1038,86.78,grocery,0
2025-01-02 13:31:00,1021,1.34,pharmacy,0
2025-01-03 05:35:00,1039,46.27,grocery,0
2025-01-01 19:46:00,1026,62.85,grocery,0
2025-01-03 00:42:00,1025,30.03,travel,0
2025-01-03 16:06:00,1044,42.73,tech,0
2025-01-01 11:42:00,1026,20.94,fuel,0
2025-01-02 04:52:00,1034,86.16,grocery,0
2025-01-01 20:40:00,1001,75.01,restaurant,0
2025-01-03 01:55:00,1002,18.83,grocery,0
2025-01-01 21:18:00,1006,1.39,fuel,0
2025-01-03 13:03:00,1034,13.91,grocery,0
2025-01-03 22:35:00,1037,50.16,fuel,0
2025-01-03 20:10:00,1033,19.36,fuel,0
2025-01-01 17:58:00,1015,1.38,restaurant,0
2025-01-02 12:56:00,1031,48.74,grocery,0
2025-01-02 12:51:00,1000,38.44,fuel,0
2025-01-02 23:27:00,1049,90.15,grocery,0
2025-01-03 01:09:00,1036,6.69,travel,0
2025-01-04 08:41:00,1012,25.56,grocery,0
2025-01-01 02:49:00,1038,101.96,travel,0
2025-01-03 06:24:00,1025,5.53,pharmacy,0
2025-01-02 16:20:00,1011,8.91,pharmacy,0
2025-01-01 13:13:00,1010,72.84,travel,0
2025-01-01 02:01:00,1038,123.95,restaurant,0
2025-01-03 07:27:00,1004,2.77,travel,0
2025-01-03 17:56:00,1011,62.57,tech,0
2025-01-01 17:51:00,1042,116.88,grocery,0
2025-01-02 08:06:00,1012,52.81,grocery,0
2025-01-01 15:59:00,1032,44.78,restaurant,0
2025-01-02 10:35:00,1037,19.41,tech,0
2025-01-03 23:45:00,1049,23.15,pharmacy,0
2025-01-02 17:14:00,1000,35.23,grocery,0
2025-01-02 08:05:00,1029,13.69,grocery,0
2025-01-03 04:52:00,1033,11.92,fuel,0
2025-01-03 09:44:00,1002,12.97,restaurant,0
2025-01-02 01:22:00,1034,12.8,travel,0
2025-01-03 18:59:00,1004,27.81,grocery,0
2025-01-03 22:46:00,1047,42.81,fuel,0
2025-01-01 01:01:40,2019,259.91,fuel,1
2025-01-03 06:16:00,1022,97.28,grocery,0
2025-01-03 13:10:00,1008,62.93,pharmacy,0
2025-01-04 12:39:00,2049,9030.02,tech,1
2025-01-01 20:38:00,1000,17.43,grocery,0
2025-01-02 06:55:00,1021,3.03,fuel,0
2025-01-02 19:55:00,1049,49.95,grocery,0
2025-01-02 08:45:00,1005,36.44,fuel,0
2025-01-01 09:19:00,1021,25.55,fuel,0
2025-01-03 08:06:00,1037,7.55,restaurant,0
2025-01-01 16:46:00,1026,36.6,pharmacy,0
2025-01-01 13:03:00,1008,51.11,grocery,0
2025-01-02 04:12:00,1024,21.56,grocery,0
2025-01-01 00:02:00,1020,47.6,restaurant,0
2025-01-04 02:28:00,1022,1.62,grocery,0
2025-01-03 10:34:00,1002,16.02,grocery,0
2025-01-01 00:12:00,1047,44.84,grocery,0
2025-01-01 00:20:00,1003,73.80795750615589,fuel,0
2025-01-03 19:35:00,1031,93.78,fuel,0
2025-01-03 16:58:00,1031,2.71,restaurant,0
2025-01-03 16:05:00,1046,5.51,grocery,0
2025-01-02 01:46:00,1002,11.74,restaurant,0
2025-01-01 06:47:00,1039,61.0,grocery,0
2025-01-04 10:45:00,1037,43.43,pharmacy,0
2025-01-01 04:48:00,1046,94.03,restaurant,0
2025-01-04 08:30:00,1039,33.03,grocery,0
2025-01-01 03:54:00,1046,102.84,grocery,0
2025-01-01 11:43:00,1026,179.94,grocery,0
2025-01-02 20:16:00,1040,93.8,grocery,0
2025-01-03 05:21:00,1000,14.31,grocery,0
2025-01-04 11:49:00,2011,196.71,fuel,1
2025-01-02 19:09:00,1035,17.07,grocery,0
2025-01-01 10:03:00,1028,4.65,grocery,0
2025-01-02 06:24:00,1004,1.93,grocery,0
2025-01-03 21:06:00,1043,136.11,pharmacy,0
2025-01-03 07:53:00,1022,30.13,travel,0
2025-01-02 05:22:00,1007,58.59,restaurant,0
2025-01-04 01:36:00,1019,105.34,pharmacy,0
2025-01-04 12:19:00,2032,427.08,pharmacy,1
2025-01-01 03:16:00,1000,295.82,fuel,0
2025-01-04 06:48:00,1002,33.59,restaurant,0
2025-01-03 03:51:00,1001,47.6,fuel,0
2025-01-04 10:08:00,1015,218.34,pharmacy,0
2025-01-01 15:15:00,1002,129.21,grocery,0
2025-01-03 07:03:00,1036,13.12,pharmacy,0
2025-01-01 00:15:00,1024,30.25,grocery,0
2025-01-02 21:02:00,1028,13.47,grocery,0
2025-01-04 08:29:00,1015,46.98,travel,0
2025-01-02 17:57:00,1036,30.04,fuel,0
2025-01-02 22:28:00,1041,24.07,fuel,0
2025-01-04 04:09:00,1027,26.74,restaurant,0
2025-01-01 03:01:00,1035,12.1,grocery,0
2025-01-02 15:22:00,1004,21.76,restaurant,0
2025-01-01 16:05:00,1046,0.1,restaurant,0
2025-01-01 09:57:00,1005,8.27,fuel,0
2025-01-03 04:18:00,1006,11.93,fuel,0
2025-01-01 23:52:00,1033,94.68,restaurant,0
2025-01-01 01:38:00,1018,22.08,grocery,0
2025-01-01 23:57:00,1018,6.35,restaurant,0
2025-01-02 14:19:00,1020,19.77,restaurant,0
2025-01-02 00:14:00,1003,171.46,fuel,0
2025-01-03 04:17:00,1047,12.56,grocery,0
2025-01-01 14:14:00,1003,159.51,restaurant,0
2025-01-02 05:25:00,1016,13.19,grocery,0
2025-01-04 08:47:00,1004,21.38,grocery,0
2025-01-02 17:36:00,1002,84.58,fuel,0
2025-01-02 07:48:00,1018,2.54,travel,0
2025-01-01 13:05:00,1009,5.99,tech,0
2025-01-04 02:19:00,1005,9.65,grocery,0
2025-01-02 17:21:00,1025,31.96,fuel,0
2025-01-04 01:27:00,1001,6.64,grocery,0
2025-01-02 23:30:00,1006,11.34,restaurant,0
2025-01-02 23:00:00,1016,23.04,grocery,0
2025-01-01 06:58:00,1018,59.86,grocery,0
2025-01-02 22:54:00,1009,45.41,fuel,0
2025-01-01 04:27:00,1008,19.15,grocery,0
2025-01-04 07:39:00,1045,8.35,pharmacy,0
2025-01-03 08:40:00,1043,99.42,grocery,0
2025-01-03 02:22:00,1038,81.31,restaurant,0
2025-01-01 18:45:00,1020,15.1,restaurant,0
2025-01-01 04:03:00,1027,45.81,grocery,0
2025-01-03 20:02:00,1010,5.32,restaurant,0
2025-01-01 04:06:00,1023,45.3,pharmacy,0
2025-01-03 18:00:00,1048,72.26,restaurant,0
2025-01-04 02:23:00,1004,3.77,restaurant,0
2025-01-01 12:13:00,1013,83.55,travel,0
2025-01-02 10:24:00,1040,57.82,pharmacy,0
2025-01-03 20:59:00,1001,10.94,tech,0
2025-01-03 06:09:00,1045,32.0,grocery,0
2025-01-04 05:44:00,1040,4.27,tech,0
2025-01-02 12:06:00,1000,29.85,grocery,0
2025-01-03 06:10:00,1038,13.95,fuel,0
2025-01-01 06:24:00,1041,62.02,fuel,0
2025-01-01 15:03:00,1032,17.28,tech,0
2025-01-03 00:28:00,1042,8.12,grocery,0
2025-01-01 08:53:00,1038,28.06,restaurant,0
2025-01-01 02:56:00,1028,134.56,restaurant,0
2025-01-03 22:31:00,1046,16.53,grocery,0
2025-01-02 04:23:00,1011,11.93,restaurant,0
2025-01-01 17:43:00,1010,42.77,pharmacy,0
2025-01-03 22:36:00,1013,41.64,restaurant,0
2025-01-02 16:09:00,1002,6.28,pharmacy,0
2025-01-02 08:42:00,1034,15.89,restaurant,0
2025-01-04 06:25:00,1008,139.12,grocery,0
2025-01-03 11:25:00,1037,0.6,travel,0
2025-01-02 11:14:00,1016,48.18,tech,0
2025-01-02 02:43:00,1046,22.42,fuel,0
2025-01-04 11:02:00,1016,55.68,grocery,0
2025-01-03 14:49:00,1038,22.33,grocery,0
2025-01-02 02:53:00,1042,88.08,tech,0
2025-01-02 18:53:00,1027,47.49,restaurant,0
2025-01-02 05:51:00,1049,16.54,fuel,0
2025-01-04 05:24:00,1006,9.68,restaurant,0
2025-01-04 00:01:00,1035,12.83,fuel,0
2025-01-03 19:01:00,1000,36.47,pharmacy,0
2025-01-01 16:21:00,1033,6.92,grocery,0
2025-01-01 02:52:00,1024,4.01,restaurant,0
2025-01-03 05:11:00,1009,1.2,pharmacy,0
2025-01-02 03:36:00,1033,32.45,grocery,0
2025-01-01 08:24:00,1008,26.82,fuel,0
2025-01-02 22:25:00,1017,4.06,restaurant,0
2025-01-02 22:38:00,1022,32.52,grocery,0
2025-01-02 13:10:00,1013,19.31,grocery,0
2025-01-04 11:17:00,1040,60.79,pharmacy,0
2025-01-01 18:13:00,1041,1.31,grocery,0
2025-01-01 10:17:00,1020,0.98,grocery,0
2025-01-01 01:21:00,1024,7.41,tech,0
2025-01-03 07:16:00,1046,1.1,fuel,0
2025-01-02 15:11:00,1020,52.69,fuel,0
2025-01-03 13:24:00,1035,12.97,restaurant,0
2025-01-03 22:21:00,1028,36.54,tech,0
2025-01-03 14:27:00,1009,11.52,tech,0
2025-01-03 03:49:00,1034,39.9,restaurant,0
2025-01-02 08:53:00,1011,1.61,fuel,0
2025-01-02 19:17:00,1016,35.24,travel,0
2025-01-01 00:05:00,1043,42.90302422806958,tech,0
2025-01-02 12:11:00,1033,9.49,grocery,0
2025-01-01 11:05:00,1032,7.19,grocery,0
2025-01-02 04:00:00,1008,3.92,grocery,0
2025-01-04 11:06:00,1018,0.4,grocery,0
2025-01-04 11:33:00,2026,224.25,fuel,1
2025-01-02 17:09:00,1020,1.83,fuel,0
2025-01-01 04:33:00,1008,5.13,restaurant,0
2025-01-03 11:02:00,1000,73.31,restaurant,0
2025-01-01 04:31:00,1010,103.89,pharmacy,0
2025-01-04 07:00:00,1035,58.76,fuel,0
2025-01-04 03:26:00,1047,37.46,grocery,0
2025-01-02 15:15:00,1036,160.98,pharmacy,0
2025-01-01 22:42:00,1046,8.04,fuel,0
2025-01-02 12:19:00,1026,17.9,grocery,0
2025-01-02 04:01:00,1018,28.41,tech,0
2025-01-04 04:57:00,1043,76.33,fuel,0
2025-01-02 18:19:00,1035,50.84,grocery,0
2025-01-04 06:39:00,1036,89.6,restaurant,0
2025-01-01 08:41:00,1016,11.97,fuel,0
2025-01-03 15:46:00,1000,0.82,restaurant,0
2025-01-01 06:19:00,1040,17.37,restaurant,0
2025-01-02 18:12:00,1018,80.42,pharmacy,0
2025-01-01 14:23:00,1019,53.74,fuel,0
2025-01-04 10:16:00,1048,0.13,grocery,0
2025-01-01 09:06:00,1020,60.2,tech,0
2025-01-03 14:30:00,1020,15.14,grocery,0
2025-01-04 11:56:00,2035,7151.07,restaurant,1
2025-01-03 17:26:00,1036,0.1,pharmacy,0
2025-01-02 00:59:00,1025,7.09,restaurant,0
2025-01-01 06:48:00,1020,54.95,fuel,0
2025-01-03 07:17:00,1029,34.61,grocery,0
2025-01-02 21:44:00,1014,85.42,fuel,0
2025-01-03 09:33:00,1049,7.84,travel,0
2025-01-01 03:12:00,1010,17.76,tech,0
2025-01-01 00:46:00,1002,23.68,travel,0
2025-01-04 06:03:00,1018,17.64,grocery,0
2025-01-03 03:55:00,1008,9.04,grocery,0
2025-01-03 20:05:00,1007,14.22,tech,0
2025-01-03 16:28:00,1041,32.62,travel,0
2025-01-02 19:36:00,1003,4.74,grocery,0
2025-01-02 14:57:00,1027,75.59,grocery,0
2025-01-03 16:13:00,1036,5.5,restaurant,0
2025-01-04 07:22:00,1035,4.27,restaurant,0
2025-01-03 16:53:00,1031,120.65,grocery,0
2025-01-02 04:14:00,1046,7.13,grocery,0
2025-01-04 13:04:00,2047,179.27,pharmacy,1
